|6.6.6
continental_crust_1.tab                                                                             
           2
T(K)    
   273.00000000000000     
   19.576923076923077     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  566.654        97435.9        3879.29       0.223902E-004   1023.16        8.89159        4.27138      -0.104087E+008
  586.231        97435.9        3867.36       0.224781E-004   1033.43        8.85212        4.25242      -0.103879E+008
  605.808        97435.9        3855.34       0.225528E-004   1042.88        8.81294        4.23360      -0.103669E+008
  625.385        97435.9        3843.21       0.226154E-004   1051.57        8.77398        4.21489      -0.103457E+008
  644.962        97435.9        3830.94       0.226669E-004   1059.54        8.73517        4.19624      -0.103243E+008
  664.538        97435.9        3822.64       0.227425E-004   1067.18        8.70978        4.18404      -0.103029E+008
  684.115        97435.9        3822.07       0.228761E-004   1074.96        8.70962        4.18396      -0.102817E+008
  703.692        97435.9        3820.97       0.229998E-004   1082.31        8.70780        4.18309      -0.102604E+008
  723.269        97435.9        3819.88       0.231186E-004   1089.30        8.70573        4.18210      -0.102389E+008
  742.846        97435.9        3819.09       0.232356E-004   1095.94        8.70501        4.18175      -0.102174E+008
  762.423        97435.9        3818.96       0.233543E-004   1102.30        8.70586        4.18216      -0.101955E+008
  782.000        97435.9        3817.03       0.234539E-004   1108.30        8.70141        4.18002      -0.101738E+008
  801.577        97435.9        3815.69       0.235554E-004   1114.06        8.69838        4.17857      -0.101518E+008
  821.154        97435.9        3814.57       0.236559E-004   1119.57        8.69626        4.17755      -0.101297E+008
  840.731        97435.9        3812.42       0.237438E-004   1124.90        8.68700        4.17310      -0.101068E+008
  860.308        97435.9        3811.76       0.238441E-004   1129.91        8.68966        4.17438      -0.100852E+008
  879.885        97435.9        3904.30       0.240032E-004   1132.28        9.12598        4.38398      -0.104736E+008
  899.462        97435.9        3901.77       0.240922E-004   1136.92        9.11915        4.38070      -0.104501E+008
  919.038        97435.9        3899.07       0.241837E-004   1141.33        9.11221        4.37736      -0.104268E+008
  938.615        97435.9        3896.37       0.242734E-004   1145.58        9.10526        4.37403      -0.104034E+008
  958.192        97435.9        3893.70       0.243590E-004   1149.71        9.09804        4.37056      -0.103796E+008
  977.769        97435.9        3891.03       0.244431E-004   1153.70        9.09081        4.36709      -0.103558E+008
  997.346        97435.9        3887.60       0.245353E-004   1157.98        9.08345        4.36355      -0.103303E+008
  1016.92        97435.9        3878.87       0.246943E-004   1163.86        9.07290        4.35848      -0.103021E+008
  1036.50        97435.9        3873.88       0.248062E-004   1168.51        9.06472        4.35455      -0.102749E+008
  1056.08        97435.9        3868.01       0.249251E-004   1173.47        9.05582        4.35028      -0.102471E+008
  1075.65        97435.9        3864.24       0.250267E-004   1177.34        9.04869        4.34685      -0.102209E+008
  1095.23        97435.9        3862.56       0.250960E-004   1180.65        9.04275        4.34400      -0.101948E+008
  1114.81        97435.9        3856.68       0.252210E-004   1185.06        9.03412        4.33985      -0.101678E+008
  1134.38        97435.9        3852.16       0.253281E-004   1188.83        9.02683        4.33635      -0.101417E+008
  1153.96        97435.9        3847.90       0.254258E-004   1193.01        9.01826        4.33223      -0.101128E+008
  1173.54        97435.9        3845.57       0.255041E-004   1195.91        9.01232        4.32938      -0.100873E+008
  1193.12        97435.9        3842.19       0.255961E-004   1199.24        9.00514        4.32593      -0.100605E+008
  1212.69        97435.9        3860.05       0.254834E-004   1192.85        9.01619        4.33124      -0.100486E+008
  1232.27        97435.9        3867.96       0.254690E-004   1191.03        9.01904        4.33261      -0.100280E+008
  1251.85        97435.9        3844.73       0.254227E-004   1195.03        8.92094        4.28548      -0.999459E+007
  1271.42        97435.9        3720.68       0.251534E-004   1207.14        8.21495        3.94633      -0.989870E+007
  1291.00        97435.9        3714.52       0.252163E-004   1209.95        8.17964        3.92937      -0.986780E+007
  1310.58        97435.9        3709.61       0.252639E-004   1212.68        8.16177        3.92079      -0.983928E+007
  1330.15        97435.9        3703.95       0.253079E-004   1215.47        8.14098        3.91080      -0.981066E+007
  1349.73        97435.9        3699.69       0.253567E-004   1218.02        8.12635        3.90377      -0.978301E+007
  1369.31        97435.9        3695.45       0.254051E-004   1220.53        8.11179        3.89678      -0.975531E+007
  1388.88        97435.9        3692.58       0.254588E-004   1222.81        8.10363        3.89286      -0.972939E+007
  1408.46        97435.9        3688.05       0.255053E-004   1225.25        8.08776        3.88523      -0.970108E+007
  1428.04        97435.9        3686.33       0.255648E-004   1227.30        8.08546        3.88413      -0.967726E+007
  1447.62        97435.9        3681.24       0.256071E-004   1229.71        8.06667        3.87510      -0.964771E+007
  1467.19        97435.9        3678.24       0.256597E-004   1231.85        8.05840        3.87113      -0.962218E+007
  1486.77        97435.9        3674.76       0.257098E-004   1233.97        8.04735        3.86582      -0.959501E+007
  1506.35        97435.9        3671.59       0.257614E-004   1236.03        8.03824        3.86145      -0.956898E+007
  1525.92        97435.9        3668.43       0.258131E-004   1238.05        8.02914        3.85708      -0.954292E+007
  1545.50        97435.9        3665.30       0.258648E-004   1240.03        8.02038        3.85287      -0.951716E+007
  1565.08        97435.9        3662.16       0.259165E-004   1241.97        8.01161        3.84866      -0.949137E+007
  1584.65        97435.9        3658.98       0.259683E-004   1243.89        8.00316        3.84459      -0.946621E+007
  1604.23        97435.9        3655.91       0.260199E-004   1245.75        7.99459        3.84048      -0.944040E+007
  1623.81        97435.9        3652.72       0.260713E-004   1247.61        7.98627        3.83648      -0.941541E+007
  1643.38        97435.9        3649.64       0.261228E-004   1249.41        7.97804        3.83252      -0.939007E+007
  1662.96        97435.9        3646.50       0.261736E-004   1251.20        7.96998        3.82866      -0.936518E+007
  1682.54        97435.9        3320.75       0.218308E-004   1263.27        7.38709        3.54864      -0.918959E+007
  1702.12        97435.9        3318.08       0.218526E-004   1264.78        7.38068        3.54556      -0.916472E+007
  1721.69        97435.9        3308.32       0.216870E-004   1267.25        7.36537        3.53821      -0.914704E+007
  1741.27        97435.9        3305.83       0.216667E-004   1268.66        7.36835        3.53964      -0.912441E+007
  1760.85        97435.9        3303.31       0.216649E-004   1270.05        7.36753        3.53925      -0.910079E+007
  1780.42        97435.9        3300.37       0.215456E-004   1271.46        7.38730        3.54874      -0.908128E+007
  1800.00        97435.9        3297.86       0.214255E-004   1272.73        7.40799        3.55868      -0.906278E+007
  273.000        98718.0        3947.90       0.173754E-004   655.550        9.14719        4.39417      -0.106495E+008
  292.577        98718.0        3946.52       0.182474E-004   705.000        9.14588        4.39354      -0.106362E+008
  312.154        98718.0        3944.85       0.189950E-004   747.493        9.14353        4.39241      -0.106219E+008
  331.731        98718.0        3920.37       0.187619E-004   787.886        9.03895        4.34217      -0.106026E+008
  351.308        98718.0        3917.68       0.191617E-004   820.330        9.03033        4.33803      -0.105862E+008
  370.885        98718.0        3910.26       0.190068E-004   851.510        8.94658        4.29780      -0.105682E+008
  390.462        98718.0        3908.34       0.193545E-004   876.342        8.95251        4.30065      -0.105510E+008
  410.038        98718.0        3906.85       0.197169E-004   898.971        8.94955        4.29923      -0.105336E+008
  429.615        98718.0        3907.46       0.201272E-004   918.836        8.97013        4.30911      -0.105147E+008
  449.192        98718.0        3909.23       0.206010E-004   937.296        8.98913        4.31824      -0.104954E+008
  468.769        98718.0        3907.48       0.208452E-004   953.864        8.99055        4.31892      -0.104766E+008
  488.346        98718.0        3905.88       0.210923E-004   969.367        8.98719        4.31730      -0.104578E+008
  507.923        98718.0        3906.84       0.215005E-004   984.349        8.99024        4.31877      -0.104380E+008
  527.500        98718.0        3905.19       0.217108E-004   997.692        8.98678        4.31711      -0.104186E+008
  547.077        98718.0        3905.52       0.220485E-004   1010.70        8.98850        4.31794      -0.103984E+008
  566.654        98718.0        3905.86       0.223760E-004   1023.16        8.99048        4.31889      -0.103780E+008
  586.231        98718.0        3904.74       0.225902E-004   1034.33        8.98858        4.31798      -0.103576E+008
  605.808        98718.0        3903.52       0.227881E-004   1044.85        8.98643        4.31694      -0.103371E+008
  625.385        98718.0        3890.98       0.229256E-004   1054.41        8.94171        4.29546      -0.103154E+008
